Code de la commune,Nom de la commune,Nature de la modification,date d'effet ,Code commune associée,Ancien code de la commune
53044,Brétignolles-le-Moulin,Fusion (commune absorbée),01-09-1972,53118,
53060,Chapelles,Fusion (commune absorbée),01-01-1973,53121,
53062,Château-Gontier,Fusion (commune absorbante),01-01-1990,53024,
53070,Cigné,Fusion (commune absorbée),01-01-1972,53003,
53079,Couesmes-Vaucé,Fusion (commune absorbante),01-01-1973,53268,
53103,Genest-Saint-Isle,Fusion (commune absorbante),01-01-1972,53227,
53111,Haie-Traversaine,Fusion (commune absorbée),01-01-1972,53003,
53111,Haie-Traversaine,Rétablissement,01-01-1987,53003,
53118,Housseau-Brétignolles,Fusion (commune absorbante),01-09-1972,53044,
53121,Javron-les-Chapelles,Fusion (commune absorbante),01-01-1973,53060,
53127,Lassay-les-Châteaux,Fusion (commune absorbante),01-01-1973,53020,
53127,Lassay-les-Châteaux,Fusion (commune absorbante),01-01-1973,53149,
53127,Lassay-les-Châteaux,Fusion (commune absorbante),01-10-1974,53166,
53133,Lignières-Orgères,Fusion (commune absorbante),01-01-1972,53171,
53149,Melleray-la-Vallée,Fusion (commune absorbée),01-01-1973,53127,
53160,Montreuil-Poulay,Fusion (commune absorbante),01-01-1972,53183,
53166,Niort-la-Fontaine,Fusion (commune absorbée),01-10-1974,53127,
53167,Nuillé-sur-Ouette,Fusion (commune absorbée),01-01-1973,53262,
53171,Orgères-la-Roche,Fusion (commune absorbée),01-01-1972,53133,
53181,Pontmain,Fusion (commune absorbante),01-07-1972,53213,
53181,Pontmain,Fusion (commune absorbante),01-07-1972,53238,
53181,Pontmain,Commune se séparant,01-01-1983,53213,
53181,Pontmain,Commune se séparant,01-01-1983,53238,
53183,Poulay,Fusion (commune absorbée),01-01-1972,53160,
53186,Quelaines-Saint-Gault,Fusion (commune absorbante),01-01-1973,53217,
53213,Saint-Ellier-du-Maine,Fusion (commune absorbée),01-07-1972,53181,
53213,Saint-Ellier-du-Maine,Rétablissement,01-01-1983,53181,
53217,Saint-Gault,Fusion (commune absorbée),01-01-1973,53186,
53227,Saint-Isle,Fusion (commune absorbée),01-01-1972,53103,
53238,Saint-Mars-sur-la-Futaie,Fusion (commune absorbée),01-07-1972,53181,
53238,Saint-Mars-sur-la-Futaie,Rétablissement,01-01-1983,53181,
53262,Soulgé-sur-Ouette,Fusion (commune absorbante),01-01-1973,53167,
53265,Torcé-Viviers-en-Charnie,Fusion (commune absorbante),01-01-1974,53275,
53268,Vaucé,Fusion (commune absorbée),01-01-1973,53079,
53275,Viviers,Fusion (commune absorbée),01-01-1974,53265,
54010,Allamps,Fusion (commune absorbante),04-03-1971,54267,
54059,Belleau,Fusion (commune absorbante),10-02-1971,54319,
54059,Belleau,Fusion (commune absorbante),10-02-1971,54347,
54059,Belleau,Fusion (commune absorbante),10-02-1971,54384,
54059,Belleau,Fusion (commune absorbante),10-02-1971,54503,
54128,Choloy-Ménillot,Fusion (commune absorbante),01-01-1969,54361,
54133,Coincourt,Fusion (commune absorbée),01-01-1973,54418,
54133,Coincourt,Rétablissement,01-01-1987,54418,
54142,Mesnils-sur-Madon,Fusion (commune absorbante),01-02-1971,54411,
54142,Mesnils-sur-Madon,Fusion (commune absorbante),01-02-1971,54554,
54142,Crantenoy,Commune se séparant,08-04-1987,54411,
54142,Crantenoy,Commune se séparant,08-04-1987,54554,
54267,Housselmont,Fusion (commune absorbée),04-03-1971,54010,
54319,Lixières,Fusion (commune absorbée),10-02-1971,54059,
54347,Manoncourt-sur-Seille,Fusion (commune absorbée),10-02-1971,54059,
54361,Ménillot,Fusion (commune absorbée),01-01-1969,54128,
54384,Morey,Fusion (commune absorbée),10-02-1971,54059,
54388,Mouacourt,Fusion (commune absorbée),01-01-1973,54418,
54388,Mouacourt,Rétablissement,01-01-1987,54418,
54405,Ochey-Thuilley,Fusion (commune absorbante),01-07-1973,54523,
54405,Ochey,Commune se séparant,01-01-1987,54523,
54411,Ormes-et-Ville,Fusion (commune absorbée),01-02-1971,54142,
54411,Ormes-et-Ville,Rétablissement,08-04-1987,54142,
54418,Parroy,Fusion (commune absorbante),01-01-1973,54133,
54418,Parroy,Fusion (commune absorbante),01-01-1973,54388,
54418,Parroy,Fusion (commune absorbante),01-01-1973,54601,
54418,Parroy,Commune se séparant,01-01-1987,54133,
54418,Parroy,Commune se séparant,01-01-1987,54388,
54418,Parroy,Commune se séparant,01-01-1987,54601,
54503,Serrières,Fusion (commune absorbée),10-02-1971,54059,
54523,Thuilley-aux-Groseilles,Fusion (commune absorbée),01-07-1973,54405,
54523,Thuilley-aux-Groseilles,Rétablissement,01-01-1987,54405,
54554,Vaudigny,Fusion (commune absorbée),01-02-1971,54142,
54554,Vaudigny,Rétablissement,08-04-1987,54142,
54601,Xures,Fusion (commune absorbée),01-01-1973,54418,
54601,Xures,Rétablissement,01-01-1987,54418,
54602,Han-devant-Pierrepont,Changement de département,01-01-1997,,55227
55002,Abaucourt-Hautecourt,Fusion (commune absorbante),01-05-1973,55240,
55003,Ailly-sur-Meuse,Fusion (commune absorbée),01-01-1973,55229,
55006,Amblaincourt,Fusion (commune absorbée),01-01-1973,55040,
55012,Apremont-la-Forêt,Fusion (commune absorbante),01-01-1973,55294,
55012,Apremont-la-Forêt,Fusion (commune absorbante),01-01-1973,55319,
55012,Apremont-la-Forêt,Fusion (commune absorbante),01-01-1973,55451,
55016,Aulnois-sous-Vertuzey,Fusion (commune absorbée),01-01-1973,55184,
55019,Auzécourt,Fusion (commune absorbée),01-07-1972,55388,
55020,Auzéville-en-Argonne,Fusion (commune absorbée),01-01-1973,55117,
55026,Badonvilliers-Gérauvilliers,Fusion (commune absorbante),01-01-1973,55205,
55033,Baulny-Charpentry,Fusion (commune absorbante),01-01-1973,55103,
55033,Baulny,Commune se séparant,01-01-1986,55103,
55035,Bazincourt-Montplonne,Fusion (commune absorbante),01-04-1972,55352,
55035,Bazincourt-sur-Saulx,Commune se séparant,01-01-1984,55352,
55040,Beausite,Fusion (commune absorbante),01-01-1973,55006,
55040,Beausite,Fusion (commune absorbante),01-01-1973,55152,
55040,Beausite,Fusion (commune absorbante),01-01-1973,55486,
55044,Belrain,Fusion (commune absorbée),01-01-1973,55570,
55044,Belrain,Rétablissement,01-01-1988,55570,
55052,Billy-sous-les-Côtes,Fusion (commune absorbée),01-03-1973,55551,
55056,Blercourt,Fusion (commune absorbée),01-01-1973,55385,
55060,Bonzée,Fusion (commune absorbante),01-01-1977,55337,
55060,Bonzée,Fusion (commune absorbante),01-01-1977,55354,
55068,Brabant-en-Argonne,Fusion (commune absorbée),01-01-1973,55419,
55068,Brabant-en-Argonne,Rétablissement,01-01-2004,55419,
55069,Brabant-lès-Villers,Fusion (commune absorbante),01-01-1973,55560,
55069,Brabant-le-Roi,Commune se séparant,01-01-1982,55560,
55074,Brasseitte,Fusion (commune absorbée),01-01-1973,55229,
55082,Brocourt-en-Argonne,Fusion (commune absorbée),01-01-1973,55419,
55082,Brocourt-en-Argonne,Rétablissement,01-01-2004,55419,
55085,Broussey-Raulecourt,Fusion (commune absorbante),01-05-1973,55417,
55086,Bulainville,Fusion (commune absorbée),01-01-1973,55389,
55090,Bussy-la-Côte,Fusion (commune absorbée),01-01-1973,55366,
55091,Butgnéville,Fusion (commune absorbée),01-01-1973,55457,
55092,Buxerulles,Fusion (commune absorbée),01-01-1973,55093,
55093,Buxières-sous-les-Côtes,Fusion (commune absorbante),01-01-1973,55092,
55093,Buxières-sous-les-Côtes,Fusion (commune absorbante),01-01-1973,55585,
55094,Buzy-Darmont,Fusion (commune absorbante),01-01-1973,55147,
55098,Champlon,Fusion (commune absorbée),01-01-1973,55473,
55103,Charpentry,Fusion (commune absorbée),01-01-1973,55033,
55103,Charpentry,Rétablissement,01-01-1986,55033,
55112,Chennevières,Fusion (commune absorbée),01-01-1973,55358,
55114,Chonville-Malaumont,Fusion (commune absorbante),01-01-1973,55314,
55117,Clermont-en-Argonne,Fusion (commune absorbante),01-07-1973,55259,
55117,Clermont-en-Argonne,Fusion (commune absorbante),01-07-1973,55402,
55117,Clermont-en-Argonne,Fusion (commune absorbante),01-01-1973,55020,
55118,Cléry-Grand,Fusion (commune absorbée),01-02-1973,55119,
55118,Cléry-Grand,Rétablissement,01-01-1983,55119,
55119,Cléry,Fusion (commune absorbante),01-02-1973,55118,
55119,Cléry-Petit,Commune se séparant,01-01-1983,55118,
55123,Hauts-de-Chée,Fusion (commune absorbante),01-07-1972,55203,
55123,Hauts-de-Chée,Fusion (commune absorbante),01-07-1972,55231,
55123,Hauts-de-Chée,Fusion (commune absorbante),01-07-1972,55305,
55123,Hauts-de-Chée,Fusion (commune absorbante),01-07-1972,55318,
55126,Corniéville,Fusion (commune absorbée),01-01-1973,55258,
55131,Cousances-au-Bois,Fusion (commune absorbée),01-01-1973,55518,
55135,Crépion,Fusion (commune absorbée),01-01-1973,55341,
55136,Creuë,Fusion (commune absorbée),01-03-1973,55551,
55138,Culey,Fusion (commune absorbée),01-01-1973,55298,
55147,Darmont,Fusion (commune absorbée),01-01-1973,55094,
55148,Delouze-Rosières,Fusion (commune absorbante),01-01-1973,55441,
55151,Deuxnouds-aux-Bois,Fusion (commune absorbée),01-01-1973,55274,
55152,Deuxnouds-devant-Beauzée,Fusion (commune absorbée),01-01-1973,55040,
55154,Dieue,Fusion (commune absorbante),01-06-1973,55204,
55154,Dieue-sur-Meuse,Commune se séparant,01-01-1985,55204,
55161,Domremy-aux-Bois,Fusion (commune absorbée),01-01-1973,55179,
55176,Érize-la-Grande,Fusion (commune absorbée),01-01-1973,55442,
55179,Erneville-aux-Bois,Fusion (commune absorbante),01-01-1973,55161,
55179,Erneville-aux-Bois,Fusion (commune absorbante),01-01-1973,55308,
55183,Étraye-Wavrille,Fusion (commune absorbante),01-01-1973,55580,
55183,Étraye,Commune se séparant,01-01-1988,55580,
55184,Euville,Fusion (commune absorbante),01-01-1973,55016,
55184,Euville,Fusion (commune absorbante),01-01-1973,55548,
55184,Euville,Fusion (commune absorbante),01-01-1973,55558,
55186,Fains-Véel,Fusion (commune absorbante),01-01-1973,55542,
55187,Flabas,Fusion (commune absorbée),01-01-1973,55341,
55190,Fleury-sur-Aire,Fusion (commune absorbée),01-01-1973,55389,
55191,Foameix-Ornel,Fusion (commune absorbante),01-01-1973,55393,
55203,Génicourt-sous-Condé,Fusion (commune absorbée),01-07-1972,55123,
55204,Génicourt-sur-Meuse,Fusion (commune absorbée),01-06-1973,55154,
55204,Génicourt-sur-Meuse,Rétablissement,01-01-1985,55154,
55205,Gérauvilliers,Fusion (commune absorbée),01-01-1973,55026,
55208,Gesnes-en-Argonne,Fusion (commune absorbée),01-07-1973,55438,
55208,Gesnes-en-Argonne,Rétablissement,01-01-1987,55438,
55210,Gimécourt,Fusion (commune absorbée),01-01-1973,55570,
55210,Gimécourt,Rétablissement,01-01-1988,55570,
55213,Gironville-sous-les-Côtes,Fusion (commune absorbée),01-01-1973,55258,
55215,Gondrecourt-le-Château,Fusion (commune absorbante),01-01-1973,55309,
55215,Gondrecourt-le-Château,Fusion (commune absorbante),01-01-1973,55513,
55216,Gouraincourt,Fusion (commune absorbée),01-01-1973,55535,
55216,Gouraincourt,Rétablissement,01-01-1982,55535,
55223,Hadonville-lès-Lachaussée,Fusion (commune absorbée),01-01-1973,55267,
55229,Han-sur-Meuse,Fusion (commune absorbante),01-01-1973,55003,
55229,Han-sur-Meuse,Fusion (commune absorbante),01-01-1973,55074,
55230,Haraumont,Fusion (commune absorbée),01-01-1973,55571,
55231,Hargeville-sur-Chée,Fusion (commune absorbée),01-07-1972,55123,
55233,Hattonchâtel,Fusion (commune absorbée),01-03-1973,55551,
55234,Hattonville,Fusion (commune absorbée),01-03-1973,55551,
55235,Haucourt-la-Rigole,Fusion (commune absorbée),01-03-1973,55500,
55238,Haumont-lès-Lachaussée,Fusion (commune absorbée),01-01-1973,55267,
55240,Hautecourt-lès-Broville,Fusion (commune absorbée),01-05-1973,55002,
55245,Madine,Fusion (commune absorbante),01-01-1973,55273,
55245,Madine,Fusion (commune absorbante),01-01-1973,55386,
55245,Heudicourt-sous-les-Côtes,Commune se séparant,01-01-1983,55273,
55245,Heudicourt-sous-les-Côtes,Commune se séparant,01-01-1983,55386,
55249,Houdelaucourt-sur-Othain,Fusion (commune absorbée),01-03-1973,55500,
55254,Trois-Domaines,Fusion (commune absorbante),01-01-1973,55342,
55254,Trois-Domaines,Fusion (commune absorbante),01-01-1973,55432,
55258,Geville,Fusion (commune absorbante),01-01-1973,55126,
55258,Geville,Fusion (commune absorbante),01-01-1973,55213,
55259,Jubécourt,Fusion (commune absorbée),01-07-1973,55117,
55267,Lachaussée,Fusion (commune absorbante),01-01-1973,55223,
55267,Lachaussée,Fusion (commune absorbante),01-01-1973,55238,
55273,Lamarche-en-Woëvre,Fusion (commune absorbée),01-01-1973,55245,
55273,Lamarche-en-Woëvre,Rétablissement,01-01-1983,55245,
55273,Lamarche-en-Woëvre,Fusion (commune absorbée),01-01-1983,55386,
55274,Lamorville,Fusion (commune absorbante),01-01-1973,55151,
55274,Lamorville,Fusion (commune absorbante),01-01-1973,55283,
55274,Lamorville,Fusion (commune absorbante),01-01-1973,55499,
55276,Landrecourt-Lempire,Fusion (commune absorbante),01-09-1972,55287,
55283,Lavignéville,Fusion (commune absorbée),01-01-1973,55274,
55286,Quatre-Vents,Fusion (commune absorbante),01-01-1973,55395,
55286,Quatre-Vents,Fusion (commune absorbante),01-01-1973,55482,
55286,Quatre-Vents,Fusion (commune absorbante),01-01-1973,55525,
55286,Lemmes,Commune se séparant,01-01-1984,55395,
55286,Lemmes,Commune se séparant,01-01-1984,55482,
55286,Lemmes,Commune se séparant,01-01-1984,55525,
55287,Lempire-aux-Bois,Fusion (commune absorbée),01-09-1972,55276,
55294,Liouville,Fusion (commune absorbée),01-01-1973,55012,
55295,Lisle-en-Barrois,Fusion (commune absorbée),01-01-1973,55569,
55295,Lisle-en-Barrois,Rétablissement,01-01-1986,55569,
55298,Loisey-Culey,Fusion (commune absorbante),01-01-1973,55138,
55305,Louppy-sur-Chée,Fusion (commune absorbée),01-07-1972,55123,
55308,Loxéville,Fusion (commune absorbée),01-01-1973,55179,
55309,Luméville-en-Ornois,Fusion (commune absorbée),01-01-1973,55215,
55314,Malaumont,Fusion (commune absorbée),01-01-1973,55114,
55318,Marats,Fusion (commune absorbée),01-07-1972,55123,
55319,Marbotte,Fusion (commune absorbée),01-01-1973,55012,
55337,Mesnil-sous-les-Côtes,Fusion (commune absorbée),01-01-1977,55060,
55341,Moirey-Flabas-Crépion,Fusion (commune absorbante),01-01-1973,55135,
55341,Moirey-Flabas-Crépion,Fusion (commune absorbante),01-01-1973,55187,
55342,Mondrecourt,Fusion (commune absorbée),01-01-1973,55254,
55352,Montplonne,Fusion (commune absorbée),01-04-1972,55035,
55352,Montplonne,Rétablissement,01-01-1984,55035,
55354,Mont-Villers,Fusion (commune absorbée),01-01-1977,55060,
55358,Chanteraine,Fusion (commune absorbante),01-01-1973,55112,
55358,Chanteraine,Fusion (commune absorbante),01-01-1973,55390,
55366,Val-d'Ornain,Fusion (commune absorbante),01-01-1973,55090,
55366,Val-d'Ornain,Fusion (commune absorbante),01-01-1973,55529,
55367,Muzeray,Fusion (commune absorbée),01-01-1973,55535,
55367,Muzeray,Rétablissement,01-01-1982,55535,
55369,Naives-Rosières,Fusion (commune absorbante),01-01-1973,55440,
55385,Nixéville-Blercourt,Fusion (commune absorbante),01-01-1973,55056,
55386,Nonsard,Fusion (commune absorbée),01-01-1973,55245,
55386,Nonsard-Lamarche,Rétablissement,01-01-1983,55245,
55386,Nonsard-Lamarche,Fusion (commune absorbante),01-01-1983,55273,
55388,Noyers-Auzécourt,Fusion (commune absorbante),01-07-1972,55019,
55389,Nubécourt,Fusion (commune absorbante),01-01-1973,55086,
55389,Nubécourt,Fusion (commune absorbante),01-01-1973,55190,
55390,Oëy,Fusion (commune absorbée),01-01-1973,55358,
55392,Ollières,Fusion (commune absorbée),01-03-1973,55500,
55393,Ornel,Fusion (commune absorbée),01-01-1973,55191,
55395,Osches,Fusion (commune absorbée),01-01-1973,55286,
55395,Osches,Rétablissement,01-01-1984,55286,
55402,Parois,Fusion (commune absorbée),01-07-1973,55117,
55409,Pretz,Fusion (commune absorbée),01-01-1973,55517,
55409,Pretz-en-Argonne,Rétablissement,01-01-1990,55517,
55413,Rampont,Fusion (commune absorbée),01-07-1973,55497,
55417,Raulecourt,Fusion (commune absorbée),01-05-1973,55085,
55418,Réchicourt,Fusion (commune absorbée),01-03-1973,55500,
55419,Récicourt,Fusion (commune absorbante),01-01-1973,55068,
55419,Récicourt,Fusion (commune absorbante),01-01-1973,55082,
55419,Récicourt,Commune se séparant,01-01-2004,55068,
55419,Récicourt,Commune se séparant,01-01-2004,55082,
55423,Rembercourt-Sommaisne,Fusion (commune absorbante),01-01-1973,55491,
55432,Rignaucourt,Fusion (commune absorbée),01-01-1973,55254,
55438,Romagne-Gesnes,Fusion (commune absorbante),01-07-1973,55208,
55438,Romagne-sous-Montfaucon,Commune se séparant,01-01-1987,55208,
55440,Rosières-devant-Bar,Fusion (commune absorbée),01-01-1973,55369,
55441,Rosières-en-Blois,Fusion (commune absorbée),01-01-1973,55148,
55442,Raival,Fusion (commune absorbante),01-01-1973,55176,
55448,Rupt-devant-Saint-Mihiel,Fusion (commune absorbée),01-01-1973,55570,
55448,Rupt-devant-Saint-Mihiel,Rétablissement,01-01-1988,55570,
55451,Saint-Agnant-sous-les-Côtes,Fusion (commune absorbée),01-01-1973,55012,
55455,Saint-Benoît-en-Woëvre,Fusion (commune absorbée),01-03-1973,55551,
55457,Saint-Hilaire-en-Woëvre,Fusion (commune absorbante),01-01-1973,55091,
55457,Saint-Hilaire-en-Woëvre,Fusion (commune absorbante),01-01-1973,55576,
55472,Saulvaux,Fusion (commune absorbante),01-01-1973,55538,
55472,Saulvaux,Fusion (commune absorbante),01-01-1973,55539,
55473,Saulx-lès-Champlon,Fusion (commune absorbante),01-01-1973,55098,
55478,Savonnières-en-Woëvre,Fusion (commune absorbée),01-01-1973,55530,
55480,Senard,Fusion (commune absorbée),01-01-1973,55517,
55482,Senoncourt-les-Maujouy,Fusion (commune absorbée),01-01-1973,55286,
55482,Senoncourt-les-Maujouy,Rétablissement,01-01-1984,55286,
55483,Senonville,Fusion (commune absorbée),01-01-1973,55530,
55486,Seraucourt,Fusion (commune absorbée),01-01-1973,55040,
55487,Seuzey-Vaux,Fusion (commune absorbante),01-07-1976,55540,
55487,Seuzey,Commune se séparant,01-01-1983,55540,
55491,Sommaisne,Fusion (commune absorbée),01-01-1973,55423,
55497,Souhesmes-Rampont,Fusion (commune absorbante),01-07-1973,55413,
55499,Spada,Fusion (commune absorbée),01-01-1973,55274,
55500,Spincourt,Fusion (commune absorbante),01-03-1973,55235,
55500,Spincourt,Fusion (commune absorbante),01-03-1973,55249,
55500,Spincourt,Fusion (commune absorbante),01-03-1973,55392,
55500,Spincourt,Fusion (commune absorbante),01-03-1973,55418,
55513,Tourailles-sous-Bois,Fusion (commune absorbée),01-01-1973,55215,
55517,Seuil-d'Argonne,Fusion (commune absorbante),01-01-1973,55409,
55517,Seuil-d'Argonne,Fusion (commune absorbante),01-01-1973,55480,
55517,Seuil-d'Argonne,Commune se séparant,01-01-1990,55409,
55518,Cousances-lès-Triconville,Fusion (commune absorbante),01-01-1973,55131,
55524,Vacon,Fusion (commune absorbée),01-06-1972,55573,
55525,Vadelaincourt,Fusion (commune absorbée),01-01-1973,55286,
55525,Vadelaincourt,Rétablissement,01-01-1984,55286,
55529,Varney,Fusion (commune absorbée),01-01-1973,55366,
55530,Valbois,Fusion (commune absorbante),01-01-1973,55478,
55530,Valbois,Fusion (commune absorbante),01-01-1973,55483,
55535,Tilleuls-Vaudoncourt,Fusion (commune absorbante),01-01-1973,55216,
55535,Tilleuls-Vaudoncourt,Fusion (commune absorbante),01-01-1973,55367,
55535,Vaudoncourt,Commune se séparant,01-01-1982,55216,
55535,Vaudoncourt,Commune se séparant,01-01-1982,55367,
55538,Vaux-la-Grande,Fusion (commune absorbée),01-01-1973,55472,
55539,Vaux-la-Petite,Fusion (commune absorbée),01-01-1973,55472,
55540,Vaux-lès-Palameix,Fusion (commune absorbée),01-07-1976,55487,
55540,Vaux-lès-Palameix,Rétablissement,01-01-1983,55487,
55542,Véel,Fusion (commune absorbée),01-01-1973,55186,
